IATA_CODE,AIRPORT,CITY,STATE,COUNTRY,LATITUDE,LONGITUDE
YGW,Kuujjuarapik Airport,Kuujjuarapik,Quebec,CA,55.2819,-77.7653
YGX,Gillam Airport,Gillam,Manitoba,CA,56.3575,-94.7106
YGZ,Grise Fiord Airport,Grise Fiord,Nunavut,CA,76.4261,-82.9092
YQC,Quaqtaq Airport,Quaqtaq,Quebec,CA,61.0464,-69.6178
YHB,Hudson Bay Airport,Hudson Bay,Saskatchewan,CA,52.8167,-102.311
CXH,Vancouver Harbour Airport,Vancouver,British Columbia,CA,49.28333,-123.1
YHD,Dryden Regional Airport,Dryden,Ontario,CA,49.8317,-92.7442
YHE,Hope Airport,Hope,British Columbia,CA,49.3683,-121.498
YHF,Hearst Rene Fontaine Municipal Airport,Hearst,Ontario,CA,49.7142,-83.6861
YNS,Nemiscau Airport,Nemiscau,Quebec,CA,51.6911,-76.1356
YHI,Ulukhaktok Holman Airport,Ulukhaktok,Northwest Territories,CA,70.7628,-117.806
YHK,Gjoa Haven Airport,Gjoa Haven,Nunavut,CA,68.6356,-95.8497
YHM,John C. Munro Hamilton International Airport,Hamilton,Ontario,CA,43.1736,-79.935
YHN,Hornepayne Municipal Airport,Hornepayne,Ontario,CA,49.1931,-84.7589
YHO,Hopedale Airport,Hopedale,Newfoundland and Labrador,CA,55.4483,-60.2286
YHR,Chevery Airport,Chevery,Quebec,CA,50.4689,-59.6367
YHT,Haines Junction Airport,Haines Junction,Yukon,CA,60.7892,-137.54601
YHU,Montréal / St-Hubert Airport,Longueuil,Quebec,CA,45.5175,-73.4169
YHY,Hay River / Merlyn Carter Airport,Hay River,Northwest Territories,CA,60.8397,-115.783
YHZ,Halifax Robert L. Stanfield International Airport,Halifax,Nova Scotia,CA,44.8808,-63.5086
YIB,Atikokan Municipal Airport,Atikokan,Ontario,CA,48.7739,-91.6386
YDG,Digby / Annapolis Regional Airport,Digby,Nova Scotia,CA,44.54585,-65.78542
YIF,St Augustin Airport,St-Augustin,Quebec,CA,51.2117,-58.6583
YIK,Ivujivik Airport,Ivujivik,Quebec,CA,62.4173,-77.9253
YIO,Pond Inlet Airport,Pond Inlet,Nunavut,CA,72.6833,-77.9667
YIV,Island Lake Airport,Island Lake,Manitoba,CA,53.8572,-94.6536
YJA,Jasper Airport,Jasper,Alberta,CA,52.9967,-118.059
YJF,Fort Liard Airport,Fort Liard,Northwest Territories,CA,60.2358,-123.469
YJN,St-Jean Airport,Saint Jean,Quebec,CA,45.2944,-73.2811
YJT,Stephenville Airport,Stephenville,Newfoundland and Labrador,CA,48.5442,-58.55
YKA,Kamloops Airport,Kamloops,British Columbia,CA,50.7022,-120.444
YKC,Collins Bay Airport,Collins Bay,Saskatchewan,CA,58.2361,-103.678
LAK,Aklavik Airport,Aklavik,Northwest Territories,CA,68.2233,-135.006
YKF,Kitchener / Waterloo Airport,Waterloo,Ontario,CA,43.4608,-80.3786
YWB,Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,Quebec,CA,61.5886,-71.9294
YKJ,Key Lake Airport,Key Lake,Saskatchewan,CA,57.2561,-105.618
YKL,Schefferville Airport,Schefferville,Quebec,CA,54.8053,-66.8053
AKV,Akulivik Airport,Akulivik,Quebec,CA,60.8186,-78.1486
YKQ,Waskaganish Airport,Waskaganish,Quebec,CA,51.4733,-78.7583
YKX,Kirkland Lake Airport,Kirkland Lake,Ontario,CA,48.2103,-79.9814
YKY,Kindersley Airport,Kindersley,Saskatchewan,CA,51.5175,-109.181
YPJ,Aupaluk Airport,Aupaluk,Quebec,CA,59.2967,-69.5997
YLB,Lac La Biche Airport,Lac La Biche,Alberta,CA,54.7703,-112.032
YLC,Kimmirut Airport,Kimmirut,Nunavut,CA,62.85,-69.8833
YLD,Chapleau Airport,Chapleau,Ontario,CA,47.82,-83.3467
YLH,Lansdowne House Airport,Lansdowne House,Ontario,CA,52.1956,-87.9342
YLJ,Meadow Lake Airport,Meadow Lake,Saskatchewan,CA,54.1253,-108.523
YSG,Lutselk'e Airport,Lutselk'e,Northwest Territories,CA,62.4183,-110.682
YLL,Lloydminster Airport,Lloydminster,Alberta,CA,53.3092,-110.073
YLQ,La Tuque Airport,La Tuque,Quebec,CA,47.4097,-72.7889
YLR,Leaf Rapids Airport,Leaf Rapids,Manitoba,CA,56.5133,-99.9853
YLK,Barrie-Orillia (Lake Simcoe Regional Airport),Barrie-Orillia,Ontario,CA,44.4853,-79.5556
YLT,Alert Airport,Alert,Nunavut,CA,82.5178,-62.2806
XGR,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,Quebec,CA,58.7114,-65.9928
YLW,Kelowna Airport,Kelowna,British Columbia,CA,49.9561,-119.378
YMA,Mayo Airport,Mayo,Yukon,CA,63.6164,-135.868
YME,Matane Airport,Matane,Quebec,CA,48.8569,-67.4533
YMG,Manitouwadge Airport,Manitouwadge,Ontario,CA,49.0839,-85.8606
YMH,Mary's Harbour Airport,Mary's Harbour,Newfoundland and Labrador,CA,52.3028,-55.8472
YMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Saskatchewan,CA,50.3303,-105.559
YML,Charlevoix Airport,Charlevoix,Quebec,CA,47.5975,-70.2239
YMM,Fort McMurray Airport,Fort McMurray,Alberta,CA,56.6533,-111.222
YMO,Moosonee Airport,Moosonee,Ontario,CA,51.2911,-80.6078
YMT,Chapais Airport,Chibougamau,Quebec,CA,49.7719,-74.5281
YUD,Umiujaq Airport,Umiujaq,Quebec,CA,56.5361,-76.5183
YMW,Maniwaki Airport,Maniwaki,Quebec,CA,46.2728,-75.9906
YMX,Montréal (Mirabel) Airport,Mirabel,Quebec,CA,45.6795,-74.0387
YNA,Natashquan Airport,Natashquan,Quebec,CA,50.19,-61.7892
YNC,Wemindji Airport,Wemindji,Quebec,CA,53.0106,-78.8311
YND,Ottawa / Gatineau Airport,Gatineau,Quebec,CA,45.5217,-75.5636
YNE,Norway House Airport,Norway House,Manitoba,CA,53.9583,-97.8442
YNH,Hudsons Hope Airport,Hudson's Hope,British Columbia,CA,56.0356,-121.976
YLY,Langley Airport,Langley,British Columbia,CA,49.1008,-122.631
YNL,Points North Landing Airport,Points North Landing,Saskatchewan,CA,58.2767,-104.082
YNM,Matagami Airport,Matagami,Quebec,CA,49.7617,-77.8028
YNN,Nejanilini Lake Airport,Nejanilini Lake,Manitoba,CA,59.4875,-97.7803
HZP,Fort Mackay / Horizon Airport,Fort Mackay,Alberta,CA,57.3817,-111.701
YOA,Ekati Airport,Ekati,Northwest Territories,CA,64.6989,-110.615
YOC,Old Crow Airport,Old Crow,Yukon,CA,67.5706,-139.839
YOD,CFB Cold Lake,Cold Lake,Alberta,CA,54.405,-110.279
YOH,Oxford House Airport,Oxford House,Manitoba,CA,54.9333,-95.2789
YOJ,High Level Airport,High Level,Alberta,CA,58.6214,-117.165
YOO,Oshawa Airport,Oshawa,Ontario,CA,43.9228,-78.895
YOP,Rainbow Lake Airport,Rainbow Lake,Alberta,CA,58.4914,-119.408
YOS,Owen Sound / Billy Bishop Regional Airport,Owen Sound,Ontario,CA,44.5903,-80.8375
YOW,Ottawa / Macdonald-Cartier International Airport,Ottawa,Ontario,CA,45.3225,-75.6692
YPA,Prince Albert (Glass Field) Airport,Prince Albert,Saskatchewan,CA,53.2142,-105.673
YPC,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,Northwest Territories,CA,69.36084,-124.07547
YPS,Port Hawkesbury Airport,Port Hawkesbury,Nova Scotia,CA,45.6567,-61.3681
YPE,Peace River Airport,Peace River,Alberta,CA,56.2269,-117.447
YPG,Southport Airport,Portage,Manitoba,CA,49.9031,-98.2739
YPH,Inukjuak Airport,Inukjuak,Quebec,CA,58.4719,-78.0769
YPK,Pitt Meadows Airport,Pitt Meadows,British Columbia,CA,49.2161,-122.71
YPL,Pickle Lake Airport,Pickle Lake,Ontario,CA,51.4464,-90.2142
YPM,Pikangikum Airport,Pikangikum,Ontario,CA,51.8197,-93.9733
YPN,Port Menier Airport,Port-Menier,Quebec,CA,49.8364,-64.2886
YPO,Peawanuck Airport,Peawanuck,Ontario,CA,54.9881,-85.4433
YPQ,Peterborough Airport,Peterborough,Ontario,CA,44.23,-78.3633
YPR,Prince Rupert Airport,Prince Rupert,British Columbia,CA,54.2861,-130.44501
YPW,Powell River Airport,Powell River,British Columbia,CA,49.8342,-124.5
YPX,Puvirnituq Airport,Puvirnituq,Quebec,CA,60.0506,-77.2869
YPY,Fort Chipewyan Airport,Fort Chipewyan,Alberta,CA,58.7672,-111.117
YPZ,Burns Lake Airport,Burns Lake,British Columbia,CA,54.3764,-125.951
YQA,Muskoka Airport,Muskoka,Ontario,CA,44.9747,-79.3033
YQB,Québec City Jean Lesage International Airport,Quebec City,Quebec,CA,46.7911,-71.3933
YQD,The Pas Airport,The Pas,Manitoba,CA,53.9714,-101.091
YQF,Red Deer Regional Airport,Red Deer,Alberta,CA,52.1822,-113.894
YQG,Windsor Airport,Windsor,Ontario,CA,42.2756,-82.9556
YQH,Watson Lake Airport,Watson Lake,Yukon,CA,60.1164,-128.82201
YQI,Yarmouth Airport,Yarmouth,Nova Scotia,CA,43.8269,-66.0881
YQK,Kenora Airport,Kenora,Ontario,CA,49.7883,-94.3631
YQL,Lethbridge Airport,Lethbridge,Alberta,CA,49.6303,-112.8
YQM,Moncton / Greater Moncton International Airport,Moncton,New Brunswick,CA,46.1122,-64.6786
YQN,Nakina Airport,Nakina,Ontario,CA,50.1828,-86.6964
YQQ,Comox Airport,Comox,British Columbia,CA,49.7108,-124.887
YQR,Regina International Airport,Regina,Saskatchewan,CA,50.4319,-104.666
YQS,St Thomas Municipal Airport,St Thomas,Ontario,CA,42.77,-81.1108
YQT,Thunder Bay Airport,Thunder Bay,Ontario,CA,48.3719,-89.3239
YQU,Grande Prairie Airport,Grande Prairie,Alberta,CA,55.1797,-118.885
YQV,Yorkton Municipal Airport,Yorkton,Saskatchewan,CA,51.2647,-102.462
YQW,North Battleford Airport,North Battleford,Saskatchewan,CA,52.7692,-108.244
YQX,Gander International Airport,Gander,Newfoundland and Labrador,CA,48.9369,-54.5681
YQY,Sydney / J.A. Douglas McCurdy Airport,Sydney,Nova Scotia,CA,46.1614,-60.0478
YQZ,Quesnel Airport,Quesnel,British Columbia,CA,53.0261,-122.51
YRA,Rae Lakes Airport,Gameti,Northwest Territories,CA,64.1161,-117.31
YRB,Resolute Bay Airport,Resolute Bay,Nunavut,CA,74.7169,-94.9694
YRI,Riviere-du-Loup Airport,Riviere-du-Loup,Quebec,CA,47.7644,-69.5847
YRJ,Roberval Airport,Roberval,Quebec,CA,48.52,-72.2656
YRL,Red Lake Airport,Red Lake,Ontario,CA,51.0669,-93.7931
YRM,Rocky Mountain House Airport,Rocky Mountain House,Alberta,CA,52.4297,-114.904
YRO,Ottawa / Rockcliffe Airport,Ottawa,Ontario,CA,45.4603,-75.6461
YRQ,Trois-Rivieres Airport,Trois-Rivieres,Quebec,CA,46.3528,-72.6794
YRS,Red Sucker Lake Airport,Red Sucker Lake,Manitoba,CA,54.1672,-93.5572
YRT,Rankin Inlet Airport,Rankin Inlet,Nunavut,CA,62.8114,-92.1158
YRV,Revelstoke Airport,Revelstoke,British Columbia,CA,50.9667,-118.183
YSB,Sudbury Airport,Falconbridge,Ontario,CA,46.625,-80.7989
YSC,Sherbrooke Airport,Sherbrooke,Quebec,CA,45.4386,-71.6914
YSE,Squamish Airport,Squamish,British Columbia,CA,49.7817,-123.162
YSF,Stony Rapids Airport,Stony Rapids,Saskatchewan,CA,59.2503,-105.841
YSH,Smiths Falls-Montague (Russ Beach) Airport,Smiths Falls,Ontario,CA,44.9458,-75.9406
YSJ,Saint John Airport,Saint John,New Brunswick,CA,45.3161,-65.8903
YSK,Sanikiluaq Airport,Sanikiluaq,Nunavut,CA,56.5378,-79.2467
YSL,St Leonard Airport,St Leonard,New Brunswick,CA,47.1575,-67.8347
YSM,Fort Smith Airport,Fort Smith,Northwest Territories,CA,60.0203,-111.962
YCM,St. Catharines Niagara District Airport,Niagara-on-the-lake,Ontario,CA,43.1917,-79.1717
YSP,Marathon Airport,Marathon,Ontario,CA,48.7553,-86.3444
YST,St. Theresa Point Airport,St. Theresa Point,Manitoba,CA,53.8456,-94.8519
YSU,Summerside Airport,Summerside,Prince Edward Island,CA,46.4406,-63.8336
YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Northwest Territories,CA,71.9939,-125.243
YTA,Pembroke Airport,Pembroke,Ontario,CA,45.8644,-77.2517
YTE,Cape Dorset Airport,Cape Dorset,Nunavut,CA,64.23,-76.5267
YTF,Alma Airport,Alma,Quebec,CA,48.5089,-71.6419
YTH,Thompson Airport,Thompson,Manitoba,CA,55.8011,-97.8642
YTL,Big Trout Lake Airport,Big Trout Lake,Ontario,CA,53.8178,-89.8969
YTQ,Tasiujaq Airport,Tasiujaq,Quebec,CA,58.6678,-69.9558
YTR,CFB Trenton,Trenton,Ontario,CA,44.1189,-77.5281
YTS,Timmins Victor M. Power Airport,Timmins,Ontario,CA,48.5697,-81.3767
YTZ,Billy Bishop Toronto City Airport,Toronto,Ontario,CA,43.6275,-79.3962
YUB,Tuktoyaktuk Airport,Tuktoyaktuk,Northwest Territories,CA,69.4333,-133.026
YUL,Montréal-Pierre Elliott Trudeau International Airport,Dorval,Quebec,CA,45.4706,-73.7408
YUT,Repulse Bay Airport,Repulse Bay,Nunavut,CA,66.5214,-86.2247
YUX,Hall Beach Airport,Hall Beach,Nunavut,CA,68.7761,-81.2436
YUY,Rouyn-Noranda Airport,McWatters,Quebec,CA,48.2061,-78.8356
YVB,Bonaventure Airport,Bonaventure,Quebec,CA,48.0711,-65.4603
YVC,La Ronge (Barber Field) Airport,La Ronge,Saskatchewan,CA,55.1514,-105.262
YVG,Vermilion Airport,Vermilion,Alberta,CA,53.3558,-110.824
YVE,Vernon Airport,Vernon,British Columbia,CA,50.2481,-119.331
YVM,Qikiqtarjuaq Airport,Qikiqtarjuaq,Nunavut,CA,67.5458,-64.0314
YVO,Val-d'Or Airport,Bourlamaque,Quebec,CA,48.0533,-77.7828
YVP,Kuujjuaq Airport,Kuujjuaq,Quebec,CA,58.0961,-68.4269
YVQ,Norman Wells Airport,Norman Wells,Northwest Territories,CA,65.2816,-126.798
YVR,Vancouver International Airport,Richmond,British Columbia,CA,49.1939,-123.184
YVT,Buffalo Narrows Airport,Buffalo Narrows,Saskatchewan,CA,55.8419,-108.418
YVV,Wiarton Airport,Wiarton,Ontario,CA,44.7458,-81.1072
YVZ,Deer Lake Airport,Deer Lake,Ontario,CA,52.6558,-94.0614
YWA,Petawawa Airport,Petawawa,Ontario,CA,45.9522,-77.3192
YFJ,Wekweeti Airport,Wekweeti,Northwest Territories,CA,64.1908,-114.077
YWG,Winnipeg James Armstrong Richardson International Airport,Winnipeg,Manitoba,CA,49.91,-97.2399
YWH,Victoria Harbour Airport,Victoria,British Columbia,CA,48.41667,-123.36667
YWJ,Deline Airport,Deline,Northwest Territories,CA,65.2111,-123.436
YWK,Wabush Airport,Wabush,Newfoundland and Labrador,CA,52.9219,-66.8644
YWL,Williams Lake Airport,Williams Lake,British Columbia,CA,52.1831,-122.054
YWP,Webequie Airport,Webequie,Ontario,CA,52.95939,-87.37487
YWY,Wrigley Airport,Wrigley,Northwest Territories,CA,63.2094,-123.437
YXC,Cranbrook / Canadian Rockies Airport,Cranbrook,British Columbia,CA,49.6108,-115.782
YXE,Saskatoon John G. Diefenbaker International Airport,Saskatoon,Saskatchewan,CA,52.1708,-106.7
YXH,Medicine Hat Airport,Medicine Hat,Alberta,CA,50.0189,-110.721
YXJ,Fort St. John Airport,Fort Saint John,British Columbia,CA,56.2381,-120.74
YXK,Rimouski Airport,Rimouski,Quebec,CA,48.4781,-68.4969
YXL,Sioux Lookout Airport,Sioux Lookout,Ontario,CA,50.1139,-91.9053
YXN,Whale Cove Airport,Whale Cove,Nunavut,CA,62.24,-92.5981
YXP,Pangnirtung Airport,Pangnirtung,Nunavut,CA,66.145,-65.7136
YXQ,Beaver Creek Airport,Beaver Creek,Yukon,CA,62.4103,-140.867
YXR,Earlton (Timiskaming Regional) Airport,Earlton,Ontario,CA,47.6974,-79.84735
YXS,Prince George Airport,Prince George,British Columbia,CA,53.8894,-122.679
YXT,Terrace Airport,Terrace,British Columbia,CA,54.4685,-128.576
YXU,London Airport,London,Ontario,CA,43.0356,-81.1539
YXX,Abbotsford Airport,Abbotsford,British Columbia,CA,49.0253,-122.361
YXY,Erik Nielsen Whitehorse International Airport,Whitehorse,Yukon,CA,60.7096,-135.067
YXZ,Wawa Airport,Wawa,Ontario,CA,47.9667,-84.7867
YYB,North Bay Airport,North Bay,Ontario,CA,46.3636,-79.4228
YYC,Calgary International Airport,Calgary,Alberta,CA,51.1139,-114.02
YYD,Smithers Airport,Smithers,British Columbia,CA,54.8247,-127.183
YYE,Fort Nelson Airport,Fort Nelson,British Columbia,CA,58.8364,-122.597
YYF,Penticton Airport,Penticton,British Columbia,CA,49.4631,-119.602
YYG,Charlottetown Airport,Charlottetown,Prince Edward Island,CA,46.29,-63.1211
YYH,Taloyoak Airport,Taloyoak,Nunavut,CA,69.5467,-93.5767
YYJ,Victoria International Airport,Victoria,British Columbia,CA,48.6469,-123.426
YYL,Lynn Lake Airport,Lynn Lake,Manitoba,CA,56.8639,-101.076
YYM,Cowley Airport,Cowley,Alberta,CA,49.6364,-114.094
YYN,Swift Current Airport,Swift Current,Saskatchewan,CA,50.2919,-107.691
YYQ,Churchill Airport,Churchill,Manitoba,CA,58.7392,-94.065
YYR,Goose Bay Airport,Goose Bay,Newfoundland and Labrador,CA,53.3192,-60.4258
YYT,St. John's International Airport,Saint John,Newfoundland and Labrador,CA,47.6186,-52.7519
YYU,Kapuskasing Airport,Kapuskasing,Ontario,CA,49.4139,-82.4675
YYW,Armstrong Airport,Armstrong,Ontario,CA,50.2903,-88.9097
YYY,Mont-Joli Airport,Mont Jolie,Quebec,CA,48.6086,-68.2081
YYZ,Toronto Pearson International Airport,Mississauga,Ontario,CA,43.6772,-79.6306
YZE,Gore Bay Manitoulin Airport,Gore Bay,Ontario,CA,45.8853,-82.5678
YZF,Yellowknife Airport,Yellowknife,Northwest Territories,CA,62.4628,-114.44
YZG,Salluit Airport,Salluit,Quebec,CA,62.1794,-75.6672
YZH,Slave Lake Airport,Slave Lake,Alberta,CA,55.2931,-114.777
YZP,Sandspit Airport,Sandspit,British Columbia,CA,53.2543,-131.814
YZR,Chris Hadfield Airport,Sarnia,Ontario,CA,42.9994,-82.3089
YZS,Coral Harbour Airport,Coral Harbour,Nunavut,CA,64.1933,-83.3594
YZT,Port Hardy Airport,Port Hardy,British Columbia,CA,50.6806,-127.367
YZU,Whitecourt Airport,Whitecourt,Alberta,CA,54.1439,-115.787
YZV,Sept-Iles Airport,Sept-Iles,Quebec,CA,50.2233,-66.2656
YZW,Teslin Airport,Teslin,Yukon,CA,60.1728,-132.743
YZX,CFB Greenwood,Greenwood,Nova Scotia,CA,44.9844,-64.9169
ZAC,York Landing Airport,York Landing,Manitoba,CA,56.0894,-96.0892
YSN,Salmon Arm Airport,Salmon Arm,British Columbia,CA,50.6828,-119.229
YDT,Boundary Bay Airport,Ladner,British Columbia,CA,49.0742,-123.012
ILF,Ilford Airport,Ilford,Manitoba,CA,56.0614,-95.6139
ZBF,Bathurst Airport,Bathurst,New Brunswick,CA,47.6297,-65.7389
ZBM,Bromont (Roland Desourdy) Airport,Bromont,Quebec,CA,45.2908,-72.7414
KES,Kelsey Airport,Kelsey,Manitoba,CA,56.0375,-96.5097
ZEM,Eastmain River Airport,Eastmain River,Quebec,CA,52.2264,-78.5225
ZFA,Faro Airport,Faro,Yukon,CA,62.2075,-133.37601
ZFD,Fond-Du-Lac Airport,Fond-Du-Lac,Saskatchewan,CA,59.3344,-107.182
XPK,Pukatawagan Airport,Pukatawagan,Manitoba,CA,55.7492,-101.266
ZFM,Fort Mcpherson Airport,Fort Mcpherson,Northwest Territories,CA,67.4075,-134.86099
ZFN,Tulita Airport,Tulita,Northwest Territories,CA,64.9097,-125.573
ZGF,Grand Forks Airport,Grand Forks,British Columbia,CA,49.0156,-118.431
ZGI,Gods River Airport,Gods River,Manitoba,CA,54.8397,-94.0786
ZGR,Little Grand Rapids Airport,Little Grand Rapids,Manitoba,CA,52.0456,-95.4658
ZHP,High Prairie Airport,High Prairie,Alberta,CA,55.3936,-116.475
ZJG,Jenpeg Airport,Jenpeg,Manitoba,CA,54.5189,-98.0461
ZJN,Swan River Airport,Swan River,Manitoba,CA,52.1206,-101.236
ZKE,Kashechewan Airport,Kashechewan,Ontario,CA,52.2825,-81.6778
YTD,Thicket Portage Airport,Thicket Portage,Manitoba,CA,55.3189,-97.7078
MSA,Muskrat Dam Airport,Muskrat Dam,Ontario,CA,53.4414,-91.7628
ZMH,South Cariboo Region / 108 Mile Airport,108 Mile,British Columbia,CA,51.7361,-121.333
PIW,Pikwitonei Airport,Pikwitonei,Manitoba,CA,55.5889,-97.1642
ZMT,Masset Airport,Masset,British Columbia,CA,54.0275,-132.125
XPP,Poplar River Airport,Poplar River,Manitoba,CA,53.0,-97.2667
ZPB,Sachigo Lake Airport,Sachigo Lake,Ontario,CA,53.8911,-92.1964
WPC,Pincher Creek Airport,Pincher Creek,Alberta,CA,49.5206,-113.997
ZPO,Pinehouse Lake Airport,Pinehouse Lake,Saskatchewan,CA,55.5281,-106.582
ZRJ,Round Lake (Weagamow Lake) Airport,Round Lake,Ontario,CA,52.9436,-91.3128
ZSJ,Sandy Lake Airport,Sandy Lake,Ontario,CA,53.0642,-93.3444
XSI,South Indian Lake Airport,South Indian Lake,Manitoba,CA,56.7928,-98.9072
ZST,Stewart Airport,Stewart,British Columbia,CA,55.93541,-129.98243
YDV,Bloodvein River Airport,Bloodvein River,Manitoba,CA,51.7833,-96.7
ZTM,Shamattawa Airport,Shamattawa,Manitoba,CA,55.8656,-92.0814
ZUC,Ignace Municipal Airport,Ignace,Ontario,CA,49.4297,-91.7178
ZUM,Churchill Falls Airport,Churchill Falls,Newfoundland and Labrador,CA,53.5619,-64.1064
XLB,Lac Brochet Airport,Lac Brochet,Manitoba,CA,58.6175,-101.469
ZWL,Wollaston Lake Airport,Wollaston Lake,Saskatchewan,CA,58.1069,-103.172
BUJ,Bou Saada Airport,,M'Sila,DZ,35.3325,4.20639
BJA,Soummam Airport,Bejaia,Bejaia,DZ,36.712,5.06992
ALG,Houari Boumediene Airport,Algiers,Algiers,DZ,36.691,3.21541
DJG,Djanet Inedbirene Airport,Djanet,Illizi,DZ,24.2928,9.45244
VVZ,Illizi Takhamalt Airport,Illizi,Illizi,DZ,26.7235,8.62265
QSF,Ain Arnat Airport,Setif,Setif,DZ,36.1781,5.32449
TMR,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Tamanrasset,DZ,22.8115,5.45108
GJL,Jijel Ferhat Abbas Airport,Jijel,Jijel,DZ,36.7951,5.87361
MZW,Mecheria Airport,Mecheria,Naama,DZ,33.5359,-0.24235
AAE,Annaba Airport,Annabah,Annaba,DZ,36.8222,7.80917
CZL,Mohamed Boudiaf International Airport,Constantine,Constantine,DZ,36.276,6.62039
TEE,Cheikh Larbi Tebessi Airport,Tebessi,Tebessa,DZ,35.4316,8.12072
BLJ,Batna Airport,Batna,Batna,DZ,35.7521,6.30859
HRM,Hassi R'Mel Airport,,Laghouat,DZ,32.9304,3.31154
TID,Bou Chekif Airport,Tiaret,Tiaret,DZ,35.3411,1.46315
TIN,Tindouf Airport,Tindouf,Tindouf,DZ,27.7004,-8.1671
CFK,Chlef Aboubakr Belkaid Airport,Chlef,Chlef,DZ,36.216828,1.340739
TAF,Tafaraoui Airport,,Oran,DZ,35.5424,-0.53228
TLM,Zenata – Messali El Hadj Airport,Tlemcen,Tlemcen,DZ,35.0167,-1.45
ORN,Es Senia Airport,Oran,Oran,DZ,35.6239,-0.62118
CBH,Bechar Boudghene Ben Ali Lotfi Airport,Bechar,Bechar,DZ,31.6457,-2.26986
BFW,Sidi Bel Abbes Airport,,Sidi-Bel-Abbes,DZ,35.1718,-0.59328
MUW,Ghriss Airport,,Mascara,DZ,35.2077,0.14714
EBH,El Bayadh Airport,El Bayadh,El-Bayadh,DZ,33.72167,1.0925
INF,In Guezzam Airport,In Guezzam,Tamanrasset,DZ,19.567,5.75
BMW,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Adrar,DZ,21.375,0.92389
AZR,Touat Cheikh Sidi Mohamed Belkebir Airport,,Adrar,DZ,27.8376,-0.18641
BSK,Biskra Airport,Biskra,Biskra,DZ,34.7933,5.73823
ELG,El Golea Airport,,Ghardaia,DZ,30.5713,2.85959
GHA,Noumerat - Moufdi Zakaria Airport,Ghardaia,Ghardaia,DZ,32.3841,3.79411
HME,Oued Irara Airport,Hassi Messaoud,Ouargla,DZ,31.673,6.14044
INZ,In Salah Airport,In Salah,Tamanrasset,DZ,27.251,2.51202
TGR,Touggourt Sidi Madhi Airport,Touggourt,Ouargla,DZ,33.0678,6.08867
LOO,Laghouat Airport,Laghouat,Laghouat,DZ,33.7644,2.92834
ELU,Guemar Airport,Guemar,El-Oued,DZ,33.5114,6.77679
TMX,Timimoun Airport,Timimoun,Adrar,DZ,29.2371,0.27603
OGX,Ain el Beida Airport,Ouargla,Ouargla,DZ,31.9172,5.41278
IAM,In Amenas Airport,Amenas,Illizi,DZ,28.0515,9.64291
COO,Cadjehoun Airport,Cotonou,Atlantique,BJ,6.35723,2.38435
DJA,Djougou Airport,Djougou,Atakora,BJ,9.69208,1.63778
KDC,Kandi Airport,Kandi,Alibori,BJ,11.133,2.933
NAE,Natitingou Airport,Natitingou,,BJ,10.317,1.383
PKO,Parakou Airport,Parakou,Borgou,BJ,9.35769,2.60968
SVF,Save Airport,Save,Zou,BJ,8.01817,2.46458
XKY,Kaya Airport,Kaya,,BF,13.067,-1.1
OUG,Ouahigouya Airport,Ouahigouya,,BF,13.567,-2.417
XDJ,Djibo Airport,Djibo,Sahel,BF,14.1,-1.633
XLU,Leo Airport,Leo,,BF,11.1,-2.1
PUP,Po Airport,Po,Centre Sud,BF,11.15,-1.15
XBO,Boulsa Airport,Boulsa,,BF,12.65,-0.567
XBG,Bogande Airport,Bogande,,BF,12.983,-0.167
DIP,Diapaga Airport,Diapaga,,BF,12.05,1.783
DOR,Dori Airport,Dori,Sahel,BF,14.033,-0.033
FNG,Fada N'gourma Airport,Fada N'gourma,Est,BF,12.033,0.35
XGG,Gorom-Gorom Airport,Gorom-Gorom,Sahel,BF,14.45,-0.233
XKA,Kantchari Airport,Kantchari,,BF,12.467,1.5
TMQ,Tambao Airport,Tambao,Sahel,BF,14.8,0.05
XPA,Pama Airport,Pama,,BF,11.25,0.7
ARL,Arly Airport,Arly,,BF,11.597,1.483
XSE,Sebba Airport,Sebba,Sahel,BF,13.45,0.517
TEG,Tenkodogo Airport,Tenkodogo,,BF,11.8,-0.367
XZA,Zabre Airport,Zabre,,BF,11.167,-0.617
OUA,Ouagadougou Airport,Ouagadougou,,BF,12.3532,-1.51242
BNR,Banfora Airport,Banfora,Cascades,BF,10.683,-4.717
DGU,Dedougou Airport,Dedougou,,BF,12.459,-3.49
XGA,Gaoua Airport,Gaoua,Sud-Ouest,BF,10.2992,-3.25083
XNU,Nouna Airport,Nouna,,BF,12.75,-3.867
BOY,Bobo Dioulasso Airport,Bobo Dioulasso,Hauts-Bassins,BF,11.1601,-4.33097
